trace	total.br.len	tree.height
mean	263.33274455936	48.8645322853972
stderr.of.mean	0.34007975448085	0.0360325167316296
stdev	11.3514268096795	1.44687465876158
variance	128.854890615511	2.09344627816643
median	262.519801238375	48.6655326009754
mode	numeric	numeric
geometric.mean	263.090028402689	48.8433624803608
HPD95.lower	241.890096931857	46.1337498731116
HPD95.upper	285.562173897298	51.6195199601755
ACT	NA	NA
ESS	1114.75824075448	1613.29567067317
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
