trace	total.br.len	tree.height
mean	270.629319380293	50.4003475893809
stderr.of.mean	0.176150344230964	0.0218398547084928
stdev	6.514595989511	0.926586418878488
variance	42.4399609065528	0.858562391650061
median	270.443304155751	50.3378845826942
mode	numeric	numeric
geometric.mean	270.551203461148	50.3918587605231
HPD95.lower	258.586625174937	48.6552098624328
HPD95.upper	283.473141755503	52.2743038957433
ACT	NA	NA
ESS	1368.51425171696	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
