trace	total.br.len	tree.height
mean	314.428332264994	57.1217758295759
stderr.of.mean	0.343068490228152	0.0585920865070204
stdev	11.144794800877	1.91142226098161
variance	124.206451153655	3.65353505977604
median	314.017983123111	56.9823767199292
mode	numeric	numeric
geometric.mean	314.231737260035	57.0900960779187
HPD95.lower	291.040440205036	53.4686668022134
HPD95.upper	334.192493904394	60.8465178235663
ACT	NA	NA
ESS	1055.90253468656	1064.82121038118
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
