trace	total.br.len	tree.height
mean	1046.52250708567	226.087667856338
stderr.of.mean	2.44316309924299	1.20308652034914
stdev	103.654615705081	51.0426303366295
variance	10744.2793569681	2605.35011168181
median	1026.9777749857	215.756870195731
mode	numeric	numeric
geometric.mean	1041.79533858938	221.139974807482
HPD95.lower	889.261845661351	151.216228475171
HPD95.upper	1249.0179138463	325.984195132028
ACT	NA	NA
ESS	1801	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
