trace	total.br.len	tree.height
mean	143.662178706955	47.1395247240392
stderr.of.mean	0.19310216402949	0.0194597879450993
stdev	6.0745957953865	0.82560875357713
variance	36.9007140773274	0.681629813983183
median	143.390465643452	46.9729840313565
mode	numeric	numeric
geometric.mean	143.534337007328	47.1323835064869
HPD95.lower	132.523969434353	46.0001530344912
HPD95.upper	156.496026946378	48.7961681603228
ACT	NA	NA
ESS	990.151912315446	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
