trace	total.br.len	tree.height
mean	227.126024215395	51.3306255510156
stderr.of.mean	0.183993691262775	0.0343539424396128
stdev	6.30237299984017	1.35042234091287
variance	39.7199054291144	1.8236404988366
median	226.905231403389	51.1574496925097
mode	numeric	numeric
geometric.mean	227.038771510722	51.3131140651636
HPD95.lower	214.448368095081	48.7995432595404
HPD95.upper	238.948512242723	54.0571900278397
ACT	NA	NA
ESS	1173.93400536715	1546.0637686039
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
