trace	total.br.len	tree.height
mean	95.2518524125863	46.5570282992912
stderr.of.mean	0.558706684088604	0.0158330279183056
stdev	9.47154561425073	0.57683770084279
variance	89.7101763228323	0.332741733113597
median	94.7370549050876	46.3701504236572
mode	numeric	numeric
geometric.mean	94.7899330461503	46.5535146458681
HPD95.lower	77.1648142634135	46.0000391299338
HPD95.upper	113.54104520532	47.7044593413786
ACT	NA	NA
ESS	287.551288429806	1328.06906586628
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
