trace	total.br.len	tree.height
mean	209.936876289502	51.606320885556
stderr.of.mean	0.152957768477145	0.0246656253035876
stdev	5.15544139430956	1.01754013341044
variance	26.5785759701605	1.03538792310093
median	209.711574681621	51.5805302905182
mode	numeric	numeric
geometric.mean	209.873728644025	51.5963273844354
HPD95.lower	200.285033758611	49.7080297288148
HPD95.upper	219.892901060501	53.7150664960448
ACT	NA	NA
ESS	1136.65841718845	1702.78641668649
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
