trace	total.br.len	tree.height
mean	301.880092135746	60.224830968607
stderr.of.mean	0.207929724830536	0.0418365461550311
stdev	6.64783309559124	1.66882824787208
variance	44.1936848668382	2.78498772089581
median	301.643783740603	60.1256527641648
mode	numeric	numeric
geometric.mean	301.807080209304	60.2018205064502
HPD95.lower	289.966918781663	57.1817438245263
HPD95.upper	315.228451541942	63.6219832991466
ACT	NA	NA
ESS	1022.74743413331	1592.03634721144
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
