trace	total.br.len	tree.height
mean	453.030604451407	97.47488379227
stderr.of.mean	1.15510102888026	0.239924978528886
stdev	31.5065766923434	8.54238839031055
variance	992.664374870519	72.9723994109124
median	452.019925931075	96.7290682253508
mode	numeric	numeric
geometric.mean	451.941757594414	97.1052756558209
HPD95.lower	389.995478073764	81.8799740464732
HPD95.upper	512.585974024429	115.26972611118
ACT	NA	NA
ESS	744.395666808995	1268.37898862205
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
