trace	total.br.len	tree.height
mean	87.2800388021124	46.8537135953043
stderr.of.mean	0.052602123986329	0.00928127798534166
stdev	1.76216035594653	0.383576891919205
variance	3.1052091200696	0.147131232014398
median	87.2097181190631	46.8301484996765
mode	numeric	numeric
geometric.mean	87.262314674742	46.8521477081181
HPD95.lower	84.0077432886389	46.0943775265739
HPD95.upper	90.7375282910951	47.5497319342157
ACT	NA	NA
ESS	1122.86005814968	1708.95509936965
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
