trace	total.br.len	tree.height
mean	610.954247116185	119.424485135035
stderr.of.mean	1.34666502229334	0.649502043315856
stdev	56.7890224289784	27.5560337009143
variance	3224.99306843901	759.334993325926
median	598.520821053947	113.283637315626
mode	numeric	numeric
geometric.mean	608.49927962118	116.672427731564
HPD95.lower	527.955565069312	79.1213283345076
HPD95.upper	730.840889100543	174.410008692032
ACT	NA	NA
ESS	1779.30732691886	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
