trace	total.br.len	tree.height
mean	702.542475617664	63.9943595148666
stderr.of.mean	0.433399675122462	0.104667938688227
stdev	13.5635036790235	4.44068386786491
variance	183.968632050885	19.7196732143156
median	702.067575227167	63.6055803559313
mode	numeric	numeric
geometric.mean	702.411991334988	63.8442586712584
HPD95.lower	676.57921607781	55.7672535586701
HPD95.upper	728.310117062934	72.9279364559467
ACT	NA	NA
ESS	979.95911753147	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
