trace	total.br.len	tree.height
mean	1710.7414265432	293.76875343947
stderr.of.mean	2.54759813855589	0.863714726519671
stdev	88.7171714566345	34.8317807289028
variance	7870.73651126588	1213.25294874637
median	1705.18460593638	290.286738576027
mode	numeric	numeric
geometric.mean	1708.46614305786	291.76841458415
HPD95.lower	1542.31489973638	232.221087232568
HPD95.upper	1881.41866775182	364.632621143287
ACT	NA	NA
ESS	1213.37451694929	1627.24163740795
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
