trace	total.br.len	tree.height
mean	863.826869329442	77.3434436903893
stderr.of.mean	0.700838824572382	0.109564692288953
stdev	19.403273239194	4.18077150882628
variance	376.487012394823	17.4788504090135
median	863.335450932708	76.976520394337
mode	numeric	numeric
geometric.mean	863.609275586028	77.2324280238285
HPD95.lower	825.57174428982	70.3809286423701
HPD95.upper	900.425826771459	86.0153222270209
ACT	NA	NA
ESS	766.928780184451	1456.84370108127
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
