trace	al2-nowd_0	al2-nowd_1	al2-nowd_2	al2-nowd_3	al2-nowd_4	al2-nowd_5	al2-nowd_6	al2-nowd_7	al2-nowd_8	al2-nowd_9	al2-nowd_10	al2-nowd_11	al2-nowd_12	al2-nowd_13	al2-nowd_14	al2-nowd_15	al2-nowd_16	al2-nowd_17	al2-nowd_18	al2-nowd_19	al2-nowd_20	al2-nowd_21	al2-nowd_22	al2-nowd_23	al2-nowd_24	al2-nowd_25	al2-nowd_26	al2-nowd_27	al2-nowd_28	al2-nowd_29	al2-nowd_30	al2-nowd_31	al2-nowd_32	al2-nowd_33	al2-nowd_34	al2-nowd_35	al2-nowd_36	al2-nowd_37	al2-nowd_38	al2-nowd_39	al2-nowd_40	al2-nowd_41	al2-nowd_42	al2-nowd_43	al2-nowd_44	al2-nowd_45	al2-nowd_46	al2-nowd_47	al2-nowd_48	al2-nowd_49	al2-nowd_50	al2-nowd_51	al2-nowd_52	al2-nowd_53	al2-nowd_54	al2-nowd_55	al2-nowd_56	al2-nowd_57	al2-nowd_58	al2-nowd_59	al2-nowd_60	al2-nowd_61	al2-nowd_62	al2-nowd_63	al2-nowd_64	al2-nowd_65	al2-nowd_66	al2-nowd_67	al2-nowd_68	al2-nowd_69	al2-nowd_70	al2-nowd_71	al2-nowd_72	al2-nowd_73	al2-nowd_74	al2-nowd_75	al2-nowd_76	al2-nowd_77	al2-nowd_78	al2-nowd_79	al2-nowd_80	al2-nowd_81	al2-nowd_82	al2-nowd_83	al2-nowd_84	al2-nowd_85	al2-nowd_86	al2-nowd_87	al2-nowd_88	al2-nowd_89	al2-nowd_90	al2-nowd_91	al2-nowd_92	al2-nowd_93	al2-nowd_94	al2-nowd_95	al2-nowd_96	al2-nowd_97	al2-nowd_98	al2-nowd_99
mean	637.833666398254	525.279170774943	299.012475791146	686.780031514442	12442.0136269622	5170.24345027019	1595.57851258851	459.005789360706	417.517306614227	116.241205903154	729.624044921062	57.4709343025628	211.92737266661	2205.67909017018	1963.16702405772	145.628831645488	24676.4751050054	210.347415153283	1396.79411879262	463.8684752461	212.964999633063	785.49442984402	528.770648402142	2351.87048459811	567.497385837194	444.566279414436	3735.21399803687	1543.36146785592	295.184782168376	144.505105336558	499.340419634591	477.649089745468	413.867276008433	855.500824670797	1631.45443245125	147.829981003405	333.2969815202	449.211109175954	190.214376162055	448.922935276623	369.778902482261	238.45058787268	787.34984260035	213.174033398842	7172.61831210687	1253.17440456527	362.40454358922	1001.34860385395	161.898057420443	433.765771872335	76.6212305617533	145.045609422066	4237.97859753027	281.064948537816	2023.53009185759	382.555124720092	443.893101256562	699.672071830071	366.274500277904	420.637838455583	5767.37304828695	1437.11314658856	2313.05833665443	368.007310913977	88.8348427725382	2356.30462998823	343.698023463674	579.931732672047	980.719992761725	1096.14292324657	2806.42928538696	679.901177551078	719.997936769851	1340.21902920835	1511.37635669161	19829.2669403867	130.300246919864	150.781518521156	730.227934458615	1706.45313448405	5406.76315421314	645.694843455558	183.203765725065	276.102323413805	896.477715472379	757.033866839405	994.572473322067	19118.8123341215	4105.5937958476	839.074066435002	170.338411211226	290.090232782417	885.458591646416	1826.27723343863	146.734443464802	1008.20957003241	75.2914765663351	90.3324447877819	59.3339970682445	488.807128787179
HPD95.lower	608.978911152747	482.117275209048	272.440530793116	657.669231612448	9241.85431084655	3783.97446349186	1439.35261111226	434.762895484693	391.386502564301	112.332667138545	637.776890652405	54.1770358854583	182.078216119366	2052.54656620004	1791.51725690282	131.467879780281	15377.6776817441	203.558365688277	1161.01867550909	435.389031121581	206.040223781163	720.861734090745	502.85497750972	2126.38307341188	543.374304003657	416.128891984266	3392.69567742514	1325.98794693227	285.466505132857	140.768881988349	463.510106044215	451.156838116298	390.755218726766	790.039879343237	1472.45523295597	139.330485592799	303.317631186117	411.140412002056	165.980763964584	431.413027630323	353.655913667194	219.272122728696	739.624943746701	202.042468082203	4466.64690204143	1178.72696421479	348.872036819393	938.761389801701	153.675274294441	365.282976302986	69.8724840012474	140.635876748846	3226.08505998064	266.165643324389	1816.98188187622	371.873311296877	412.530087902576	623.274991932208	338.415501067275	397.975577125178	3948.90618429401	1317.58894718977	2061.2581668094	355.653117069349	84.664584715964	2079.62663415566	314.471894944372	523.553877972447	912.415174794971	1024.4298216264	2568.36242612064	625.592979250825	683.543383290501	1203.87634261798	1355.24581689082	13628.4152532216	120.416113017676	146.558468777555	705.491306503262	1297.78866599085	4229.56651154503	602.733483245571	158.253222015714	253.739809874241	811.522131947268	693.384806972846	943.776793339328	13215.589121314	3096.15680215795	800.185201472382	155.683748806356	272.104678493915	831.626309874799	1611.01326056854	141.420406794029	889.983075548071	72.4653342134561	86.4666608637881	53.5056253612459	446.778075469251
HPD95.upper	667.89093882005	566.117093619232	322.634366453354	715.232459717253	16708.8252541818	7328.646028222	1753.72861784642	485.216984652778	444.454056256311	120.565639896287	814.529915237102	60.8765878565461	245.748080996354	2384.22758656818	2158.35969649885	161.887914531461	36686.0335848042	216.538341513034	1660.2129539425	496.71191406988	219.997920746342	853.069913406821	553.892378157375	2580.57017865383	591.57222867116	474.299114606606	4111.66803665949	1787.00308038695	304.686579666894	148.035489747371	536.653595413487	506.556120183575	435.70881050146	933.792879604395	1823.3034763666	156.69617629694	372.720043753407	481.089606964243	213.269791365146	467.929619007232	386.352121628522	259.623800939935	836.643033828542	222.943071349869	10408.6571865867	1327.78689460909	376.021626171963	1067.14179130447	169.536609260369	511.589929364511	82.9861315934153	150.11313617223	5726.64847644068	295.087307387947	2230.76139923392	393.404144082605	479.181617766387	766.675852822875	396.311424591947	446.727029850739	8192.6910623914	1575.51181769098	2570.47224023881	381.453829478267	93.8520073438169	2673.91478397509	368.931354305297	627.32389822547	1047.36320727097	1172.55405788678	3054.96846704869	732.999691979593	757.994708814265	1482.44534294775	1658.22647366506	29278.8070865457	139.821213492098	155.409759223565	756.571760473176	2316.47002517955	7283.36798819861	699.113290548671	207.240812831324	298.985238860602	992.783740742954	828.11129339949	1054.87416967921	27218.587137309	5461.2254697172	880.342654284334	185.511757107991	309.744818428493	935.949907764638	2059.46542681493	152.280493252642	1124.10382305781	78.1906812365462	94.6021118698474	64.9648219754808	541.308516972465
ESS	989.401792008694	980.587683228113	1204.93850253022	1079.32683998553	1383.32427862819	1596.16989515037	519.934574010486	1306.75491770066	1304.41079075092	1126.63757493529	1135.84085674187	805.047217720546	1126.0539601943	515.685134468599	546.765370097087	1270.4205460813	1238.68421014279	1156.06370495827	594.816413129201	1709.42211362261	1328.78295454192	976.966749939803	777.483144085246	474.384529143855	940.839674575846	1218.049285305	542.534023312196	1580.26626678737	1138.00661141209	1007.40239445938	1211.84463581733	952.77391365115	965.180313686652	1589.43351782288	1099.03245775155	1394.35078343763	1801	856.467694460865	1100.93369139797	1286.85575351782	893.424743241501	1305.12238824656	1226.18510063679	1082.55509044491	1801	802.927514358976	1333.11849061426	1165.86593190407	1514.95190378905	804.129889192087	676.455856557337	1471.54719817448	1801	1439.48687212356	565.703022106999	1089.29348876125	1283.56060985624	925.361620355265	1201.05843879252	1114.14967623647	1454.4377759405	454.229762276817	1112.16384814028	977.631503189978	1506.2137466946	1180.00831895302	1008.12125581154	944.507334372407	1450.1203485418	676.25513709564	666.68365167487	1559.2503273776	842.731469120398	796.920395923943	700.283290654844	702.940461054334	1420.45424504001	1268.00788226098	1350.35146178263	1513.47010620241	1719.16696684675	994.699069539227	793.618566391799	1277.0459490777	1714.24704853891	1229.49645378882	948.001893707255	1022.89617619363	1531.25835328666	967.067440353685	1215.20671776598	1519.63912001167	1067.96269728005	364.342409555847	1395.59914490985	825.976049343235	1339.38840005586	1428.06739162087	447.556725148759	925.462209480896
