trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-23795.4464773995	-23146.7755652736	-648.67091212596	0.167580798842151	0.452629386346703	0.281262322880101	0.0985274919310415	0.150971899154194	0.0720247043764015	0.112145447632018	0.664857948837385	3.87360268595094	2.14377072787837	0.72068236703872	1.13965881648064	0.0123349736000003	57.8487040960802	88.7698950206017	839.074066435002	-6504.29877546553	-16642.476789808
stderr.of.mean	0.239876548095533	0.210529644051354	0.148950236183059	0.00020617475185296	0.000328023033439393	0.000289031457437087	0.000150321084744316	0.000116972894302073	7.12687474571544e-05	9.89482075276795e-05	0.000165539673437775	0.00547712644367672	0.00205980594806802	0.000512228291121561	0.00025611414556078	1.12868288199323e-05	0.151365628083263	0.117549254128595	0.659676885314807	0.132361556969455	0.196951572711326
stdev	9.48623738526055	8.69908315612758	4.31301451142996	0.00874725255879592	0.0139168365321621	0.0120162573937585	0.00627442145877963	0.00496273884070585	0.00302367641020069	0.00419801626390239	0.00702325245475993	0.232374759124088	0.0873901517422992	0.0202461286667196	0.0101230643333598	0.00033845990249233	5.55444949579191	4.82916452291461	20.5087398803723	5.61562440348176	8.04250856476137
variance	89.988699729515	75.6740477572226	18.6020941758055	7.65144273273618e-05	0.000193678339062922	0.000144390441753055	3.93683646423943e-05	2.46287768010505e-05	9.14261903360411e-06	1.7623340551989e-05	4.93260750432913e-05	0.0539980286779777	0.00763703862154207	0.000409905725989367	0.000102476431497342	1.14555105595118e-07	30.851909201303	23.320829989377	420.608411480774	31.5352374409798	64.68194401426
median	-23795.0604060061	-23146.3329754501	-648.693957869639	0.167617451236008	0.452376080710519	0.281276648203103	0.0981960142169634	0.151013674835181	0.0720328004715977	0.112176394079041	0.664644431912735	3.86225207944668	2.143064230717	0.719249667847041	1.14037516607648	0.0123246203922542	57.441425353158	88.3609065092567	839.038761819688	-6504.2430100921	-16642.3853637455
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.167351614415191	0.452415607361053	0.281005058295226	0.0983281046050721	0.150890330434971	0.0719612783267548	0.112066728323428	0.66482087474553	3.86664408366991	2.14198854121649	0.720399074888362	1.13961381727272	0.0123303386663004	57.5860349509455	88.6409489786925	838.824059684213	NaN	NaN
HPD95.lower	-23812.9264667706	-23163.8547157477	-656.809245656722	0.150385417702971	0.426672301398597	0.258234558200719	0.0862560272226161	0.140913727628264	0.06570066966958	0.104136871681539	0.650304552470175	3.43631417569619	1.98038300905185	0.68495751092996	1.11831691855511	0.0116344727248604	47.0386341958407	80.4896789602411	800.185201472382	-6515.75544676178	-16657.6954437451
HPD95.upper	-23776.0624683316	-23130.3149379293	-639.939237123206	0.184928313799881	0.47973145757053	0.305203644370321	0.110319377168498	0.160511352717882	0.0774879274995472	0.120169597839218	0.67807838970049	4.33658953008511	2.32310746875862	0.763366162889789	1.15752124453502	0.0129731475710304	68.5370013846275	98.6419678727061	880.342654284334	-6493.7063977674	-16625.9687936715
ACT	28773.9831032787	26356.7542587767	53670.1653629804	25000	25000	26035.3943554808	25828.8343633042	25000	25000	25000	25000	25000	25000	28804.1801014242	28804.180101424	50042.8236467395	33418.3397365655	26662.945956361	46558.2834466364	25000	26986.6031016657
ESS	1564.7816236769	1708.29076895941	838.920463454664	1801	1801	1729.37653201023	1743.20681168517	1801	1801	1801	1801	1801	1801	1563.14117747701	1563.14117747702	899.729406115027	1347.3140902549	1688.6731148798	967.067440353685	1801	1668.42043181125
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
