trace	total.br.len	tree.height
mean	90.3324447877819	46.368066378368
stderr.of.mean	0.0554294637253697	0.00733831799114995
stdev	2.09408524759163	0.280110377753242
variance	4.38519302418088	0.0784618237250642
median	90.276823985635	46.3053389236914
mode	numeric	numeric
geometric.mean	90.3082746995893	46.3672240266026
HPD95.lower	86.4666608637881	46.0000399162298
HPD95.upper	94.6021118698474	46.8884308897929
ACT	NA	NA
ESS	1428.06739162088	1457.82933822219
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
