trace	total.br.len	tree.height
mean	443.893101256562	55.5833885463223
stderr.of.mean	0.485941826707908	0.0801454009284332
stdev	17.4049107848663	3.17876491929469
variance	302.930919429156	10.1045464121386
median	442.768049575857	55.3354262061878
mode	numeric	numeric
geometric.mean	443.554288079294	55.4937101538034
HPD95.lower	412.530087902576	49.5341973030854
HPD95.upper	479.181617766387	61.4666977705947
ACT	NA	NA
ESS	1283.56060985624	1573.986318999
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
