trace	total.br.len	tree.height
mean	145.628831645488	49.6654832981024
stderr.of.mean	0.221647589696911	0.0389377595517439
stdev	7.89798121538443	1.65198897445833
variance	62.3781072785653	2.72906757173188
median	145.325992495134	49.5070463205591
mode	numeric	numeric
geometric.mean	145.416323146937	49.63838494952
HPD95.lower	131.467879780281	46.5217087851009
HPD95.upper	161.887914531461	52.9270731477919
ACT	NA	NA
ESS	1270.4205460813	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
