trace	total.br.len	tree.height
mean	382.555124720092	49.6544309188561
stderr.of.mean	0.167722427918062	0.0165614504512839
stdev	5.53404802267271	0.699538096676007
variance	30.6256875172477	0.48935354870109
median	382.394714961018	49.5854472965392
mode	numeric	numeric
geometric.mean	382.515155456824	49.6495698505572
HPD95.lower	371.873311296877	48.3912519694556
HPD95.upper	393.404144082605	50.8731496844833
ACT	NA	NA
ESS	1089.29348876124	1785.1197077126
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
