trace	total.br.len	tree.height
mean	190.214376162055	48.8893850961183
stderr.of.mean	0.367925649683681	0.0444114772839337
stdev	12.2044995517486	1.88421911422429
variance	148.949809308633	3.55028167040815
median	189.977883328889	48.5792233224991
mode	numeric	numeric
geometric.mean	189.825244059588	48.8538801106277
HPD95.lower	165.980763964584	46.0183236360447
HPD95.upper	213.269791365146	52.5041728277495
ACT	NA	NA
ESS	1100.93369139797	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
