trace	total.br.len	tree.height
mean	130.300246919864	46.8758360665979
stderr.of.mean	0.134978126826217	0.0165110285559715
stdev	5.08576572394254	0.700503507275113
variance	25.8650129988287	0.490705163704734
median	130.082524616388	46.7085626520856
mode	numeric	numeric
geometric.mean	130.201512504412	46.8706663312946
HPD95.lower	120.416113017676	46.000957724822
HPD95.upper	139.821213492098	48.2910710767441
ACT	NA	NA
ESS	1420.45424504	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
