trace	total.br.len	tree.height
mean	140.360646466957	46.4581167170381
stderr.of.mean	0.136117426388604	0.0103181368206071
stdev	4.922407529445	0.414074076406102
variance	24.2300958859368	0.171457340751566
median	139.922772130016	46.3449619177326
mode	numeric	numeric
geometric.mean	140.274902594217	46.456289885558
HPD95.lower	131.05846424617	46.0002573234066
HPD95.upper	150.166025808125	47.3171746424947
ACT	NA	NA
ESS	1308.48580680984	1611.3684668762
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
