trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-15647.8118413128	-15060.0947666076	-587.717074705192	0.1971930531965	0.406346884487619	0.101419322290675	0.295040740025205	0.364617965717528	0.292264152621178	0.174455390352815	0.168662491308477	1.99988489080378	3.48571924429147	0.998975360930373	1.00051231953481	0.00831426484835667	36.6019319162574	61.8912627995182	567.497385837194	-5016.21855269578	-10043.8762139118
stderr.of.mean	0.250230729242343	0.199152600403671	0.13294276846685	0.000301849688448969	0.000388840321004292	0.000214552618994468	0.000383533705587125	0.000255949320797339	0.000240796607116093	0.000171886009170136	0.000186158438655313	0.00365691027256975	0.00417014955343785	0.000674059230066068	0.000337029615033033	7.52044072670887e-06	0.0848684595832409	0.0456173682610532	0.408528025486906	0.158956711397114	0.184264156061122
stdev	9.75635550508019	8.41261530647478	4.27279208879317	0.0128063957197827	0.0151139082453283	0.00894252805578293	0.013648991992442	0.0108590083467801	0.010216133250146	0.00729250463513098	0.0075006200390162	0.151398802303436	0.173549146520321	0.0285979067368078	0.0142989533684039	0.000233108296352727	3.42915076808976	1.70568197977815	12.5273437789072	6.45599002525579	7.74276093016356
variance	95.1864727415085	70.7720962947338	18.2567522340535	0.000164003771331668	0.000228430222448203	7.99688080284648e-05	0.000186294982409747	0.00011791806227544	0.000104369378584738	5.31806238534068e-05	5.62593009696914e-05	0.0229215973389148	0.0301193062579319	0.000817840269727156	0.000204460067431788	5.43394778284708e-08	11.7590749902906	2.9093510161399	156.934342154924	41.6798072062023	59.9503468216672
median	-15647.3476369103	-15059.7064919827	-587.448138092905	0.197395197575725	0.405965416605597	0.101162899727087	0.294764687967531	0.364536981313656	0.292202793718377	0.174199597501178	0.168431554582211	1.99363181875362	3.48255004691208	0.998113477608672	1.00094326119566	0.00830920120291405	36.3962399355715	61.8150731857853	566.793577478701	-5016.11110790008	-10043.5790702767
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.196774273053626	0.406066385487263	0.101026917855396	0.294725252864967	0.364456395763953	0.292085320431631	0.174302930121079	0.168495892777851	1.99418984259507	3.48140529728302	0.998566533647555	1.00041008592068	0.00831099494111732	36.4438315578643	61.8678707724291	567.359739160634	NaN	NaN
HPD95.lower	-15666.7811909341	-15076.8414238887	-596.685251750302	0.170544715404994	0.377830854234242	0.0845103403276908	0.268732196386172	0.34323909071606	0.272003016777784	0.159516504718807	0.154493219315014	1.72108102032537	3.13766590504984	0.94381485041869	0.972615829924522	0.00782945278229855	30.2043377268229	58.8003916236247	543.374304003657	-5030.57179034688	-10058.3347564814
HPD95.upper	-15629.7112003792	-15044.757680912	-580.209632684585	0.221514287979621	0.435931534187437	0.119190916100469	0.321014907421753	0.384977378740053	0.31125249750898	0.188373189612718	0.183869948068538	2.29188887597325	3.81942736832425	1.05476834015095	1.02809257479065	0.00875274184476429	43.5700514275607	65.4037055968938	591.57222867116	-5004.68960523438	-10028.3503451072
ACT	29601.821065113	25218.6760562941	43563.0516467622	25000	29785.2605179234	25903.5565992204	35531.8888400027	25000	25000	25000	27719.3794540296	26254.0380035163	25981.8861756086	25000	25000	46836.3997736025	27563.3410512469	32186.7191330335	47856.187633986	27280.0031885779	25486.0425974343
ESS	1521.02128787826	1785.38317790725	1033.55936505762	1801	1511.65372459663	1738.17830101968	1267.17158783041	1801	1801	1801	1624.31486154552	1714.97428296438	1732.93808215775	1801	1801	961.324957034305	1633.51024523071	1398.86888793802	940.839674575846	1650.47634667623	1766.65325061226
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
