trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-7067.85984658466	-6806.33464344024	-261.525203144421	0.216017822636751	0.212129018611101	0.472890539520546	0.0989626192315983	0.278155645014423	0.0546213275922873	0.111109685636674	0.556113341756608	0.865568282180612	2.30568452217556	0.419145244049903	1.29042737797504	0.0111595040389819	2.87368951949849	49.24821535546	161.898057420443	-1287.85617245922	-5518.47847098102
stderr.of.mean	0.259445239252527	0.200527202636843	0.173080791374324	0.000507312259212524	0.000503955988611206	0.000643117854201365	0.000343978815328737	0.000363926732095954	0.000120144368295056	0.000178740673112946	0.000345316407057058	0.00353363690664315	0.0040227143086395	0.000806638291738635	0.000403319145869325	1.14344198316634e-05	0.00761687089881998	0.0179170014758364	0.102182221453036	0.0837960561690829	0.212183980784996
stdev	10.6599539697571	8.49030350713464	6.62829291932262	0.0215234329985764	0.0212236432039908	0.0264385109403346	0.0145937829220804	0.012298669277982	0.005097293065949	0.00758332335165449	0.0146505321242161	0.149919494000576	0.170669287647049	0.0323788381166442	0.0161894190583222	0.000456513190978957	0.306190794942518	0.737542246593409	3.97607064178783	3.53014363755552	8.01097910375353
variance	113.63461863734	72.0852536432628	43.9342670243423	0.000463258168044206	0.000450443030850306	0.000698994860742192	0.000212978499976805	0.000151257266009178	2.59823966001718e-05	5.75067930557483e-05	0.000214638091522688	0.0224758546813887	0.0291280057459513	0.00104838915778385	0.000262097289445965	2.08404293537789e-07	0.0937528029075309	0.543968565510053	15.8091377484871	12.4619141017737	64.1757862007757
median	-7067.39176767627	-6806.19624576725	-261.387971853519	0.215776267388568	0.211539763901047	0.473139877434212	0.0982279528642344	0.277775245676802	0.054387827683541	0.110938327272955	0.556071475299058	0.850375248723808	2.30038661789395	0.416746721424101	1.29162663928794	0.0111569908983519	2.8547257986266	49.2065034327461	161.800072309105	-1287.69348691197	-5518.17195863094
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.214940104803386	0.21106655824512	0.472148191250025	0.0978974643420908	0.277883858541122	0.0543830383902346	0.110850747988372	0.555920445570487	0.852785600308129	2.29936861100815	0.41790581101964	1.29032558096669	0.0111501621937174	2.8575466987878	49.2427152605585	161.849391395931	NaN	NaN
HPD95.lower	-7088.59004028849	-6822.93128102474	-275.024829704027	0.176964021936191	0.172380391866521	0.419310177637724	0.072042961045991	0.254665511980386	0.0447420204136532	0.0956966493454269	0.523896509558359	0.59287746584054	1.99258698014151	0.356500484699141	1.2573128903375	0.0102996214388818	2.34201783895237	47.9078532549298	153.675274294441	-1294.79960377973	-5534.13569916332
HPD95.upper	-7047.89182502815	-6790.88559892036	-249.376576650651	0.261322840859978	0.253133334384282	0.522562171388961	0.127107930553451	0.30287889952305	0.0649494257219792	0.125174983429731	0.582054607684449	1.17292444728054	2.66290450992755	0.485374219324968	1.32174975765042	0.0120627544709681	3.50046077300455	50.7665288366266	169.536609260369	-1281.25383815626	-5503.35512073207
ACT	26655.8866402016	25102.2435926725	30683.6301288126	25000	25372.1767691942	26626.8339704972	25000	39402.5246045946	25000	25000	25000	25000	25000	27928.494645377	27928.4946453778	28231.5020679759	27847.1855375383	26556.4020463002	29720.4154715326	25355.6521271047	31569.4029043141
ESS	1689.12032856918	1793.66437242061	1467.39482293917	1801	1774.58167699145	1690.96333607999	1801	1142.69327795178	1801	1801	1801	1801	1801	1612.15276983978	1612.15276983974	1594.84960777463	1616.85998534056	1695.44804757438	1514.95190378905	1775.73819731772	1426.22273016913
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
