trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-41054.7121955559	-40571.0879926834	-483.624202872486	0.112109952105913	0.279461710886807	0.452314176371402	0.156114160635878	0.20830696505004	0.0530546023916198	0.405839437452763	0.33279899510558	2.78636481555173	4.16893304378152	1.91455089807229	0.542724550963856	0.0719793076172215	15.7117791909802	49.6544309188561	382.555124720092	-20610.3078810511	-19960.7801116323
stderr.of.mean	0.210299514594569	0.202292875906649	0.0931869943233929	7.59803770956532e-05	0.00012985244009486	0.000152056977342617	9.80057313682487e-05	0.00013014536920375	5.96069274089242e-05	0.000167606685865688	0.000181945612852213	0.00250382168725808	0.00346380837137024	0.000370564373548359	0.00018528218677418	3.92819028794545e-05	0.0355275555211429	0.0165614504512839	0.167722427918061	0.161764635130451	0.183007145169028
stdev	8.86630670099306	8.58255853589	2.82825922249455	0.00322357389542162	0.00548950070426554	0.00642766126135812	0.00415803039306664	0.0049844477323805	0.0025289073643291	0.00711094835150107	0.00771929740804665	0.0913142872340485	0.146956920609055	0.0157217124579406	0.00786085622897031	0.00127764609424547	1.42437684870762	0.699538096676007	5.53404802267271	6.83750346306217	7.3938715632507
variance	78.6113945160745	73.6603110219784	7.99905022962549	1.03914286592437e-05	3.01346179821318e-05	4.13148292907638e-05	1.72892167496659e-05	2.48447191968331e-05	6.39537245735797e-06	5.05655864577158e-05	5.95875524738758e-05	0.00833829905306232	0.0215963365148962	0.000247172242610165	6.17930606525413e-05	1.63237954214071e-06	2.02884940713424	0.48935354870109	30.6256875172477	46.7514536073871	54.6693366938473
median	-41054.2402141462	-40570.7177547695	-483.65157147792	0.112086697093056	0.279453596512463	0.452293869585906	0.155859467368668	0.20829176255077	0.0529811855558538	0.40553142668192	0.332891876405182	2.78521922955271	4.16802729895809	1.91418296735585	0.542908516322074	0.0719535399469054	15.6260607899691	49.5854472965392	382.394714961018	-20609.9926075677	-19960.5555881541
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.11206361859318	0.279407782022082	0.452268562529689	0.156058956348817	0.208247305802377	0.0529945507323582	0.405777279805769	0.332709479929245	2.78487061846892	4.1663427216011	1.91448642013854	0.542667570546623	0.0719679797328136	15.6477040244932	49.6495698505572	382.515155456824	NaN	NaN
HPD95.lower	-41072.5958174505	-40587.757260682	-488.976008690604	0.105696514610351	0.268564354379637	0.439553201116395	0.148143470191307	0.19887599168598	0.0484856274218052	0.392796071237882	0.317640969017866	2.61761751262249	3.89710881640275	1.8850366431439	0.527641501529343	0.0696072913001108	13.0388520273766	48.3912519694556	371.873311296877	-20624.4100455857	-19975.9239624301
HPD95.upper	-41038.1685559443	-40554.5588460139	-478.251038709356	0.118199514357026	0.290222937445641	0.464529888842774	0.164206939133463	0.218183632929801	0.058352620368755	0.420197366863958	0.347145195777322	2.97076095725298	4.47477173047317	1.94471699694131	0.557481678428053	0.0745994569388243	18.5943909937577	50.8731496844833	393.404144082605	-20597.510725997	-19947.4422847856
ACT	25316.4857428733	25000	48852.2492258439	25000	25179.489422987	25183.6760036882	25000	30678.6134046067	25000	25000	25000	33833.0932969495	25000	25000	25000	42537.9220936759	27995.8218330402	25222.3981425278	41334.1312185781	25187.4630358504	27567.9623938
ESS	1778.48538921618	1801	921.656642498679	1801	1788.16175513454	1787.86448782958	1801	1467.63477886647	1801	1801	1801	1330.79761891176	1801	1801	1801	1058.4673106704	1608.27570158566	1785.1197077126	1089.29348876125	1787.59567551182	1633.23641250055
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
