trace	total.br.len	tree.height
mean	757.033866839405	162.45692049315
stderr.of.mean	0.989701013523153	0.336356941519174
stdev	34.6934096649474	13.0347238358295
variance	1203.63267417987	169.904025476342
median	756.040169948054	161.460764752261
mode	numeric	numeric
geometric.mean	756.243411037212	161.942368584863
HPD95.lower	693.384806972846	139.595289431146
HPD95.upper	828.11129339949	188.999031231093
ACT	NA	NA
ESS	1229.49645378882	1502.60289323126
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
