trace	total.br.len	tree.height
mean	896.477715472379	110.300398598429
stderr.of.mean	1.58604771110738	0.703889643416083
stdev	65.6496298617935	29.8219232499771
variance	4309.87390099049	889.347106327526
median	882.363259344862	103.376744004877
mode	numeric	numeric
geometric.mean	894.482465912986	107.933211828758
HPD95.lower	811.522131947268	84.9278558404434
HPD95.upper	992.783740742954	155.492884313983
ACT	NA	NA
ESS	1714.24704853891	1795.98823523267
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
