trace	total.br.len	tree.height
mean	343.698023463674	60.9497938957569
stderr.of.mean	0.437082454699631	0.0881641882867949
stdev	13.8739168858099	3.25322442239781
variance	192.485569754362	10.5834691424856
median	342.966170174413	60.7270604221628
mode	numeric	numeric
geometric.mean	343.420065470931	60.8636953449862
HPD95.lower	314.471894944372	54.5207896130379
HPD95.upper	368.931354305297	67.2045802666155
ACT	NA	NA
ESS	1008.12125581154	1362.33828926306
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
