trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-68963.157694327	-68012.8327841515	-950.324910175539	0.535559186835624	0.10333093624512	0.0987994104219644	0.262310466497289	0.0823923603626628	0.1774680127316	0.401522099623826	0.338617527281915	2.7789557902819	2.20821530795642	1.66909754911779	0.665451225441105	0.0258042832599547	589.825343522973	1213.39981787898	7172.61831210687	-25516.7085665035	-42496.124217648
stderr.of.mean	0.317687090275388	0.216681664505457	0.264952843499646	0.000101198188518101	5.50439732952522e-05	5.14330513228778e-05	8.62918370313885e-05	4.2912571542047e-05	6.23113634419428e-05	8.81402063171003e-05	8.22630536813711e-05	0.00279519020394759	0.00153745092726878	0.000396933201157973	0.000198466600578987	4.05871712633742e-05	1.65901601279897	15.6297097493189	37.0853094482133	0.155369016874367	0.214982341476114
stdev	11.1591363204604	8.61014182284199	6.99868979671199	0.0042934748581232	0.00233531764644283	0.00218211922530449	0.00366105202257906	0.0018206259391712	0.00264364685011635	0.00373947167784108	0.00349012524735293	0.114137364883273	0.0605032442108236	0.0168404468941782	0.00842022344708911	0.000895007086204897	61.3849137490027	663.11232277108	1573.39618478588	5.89918138272128	8.3189864114813
variance	124.526323418619	74.1345422094528	48.9816588706005	1.84339263573361e-05	5.4537085097873e-06	4.76164431344345e-06	1.34033019120302e-05	3.31467881038302e-06	6.98886866813009e-06	1.39836484293756e-05	1.21809742422103e-05	0.0130273380624973	0.00366064256003456	0.000283600651595636	7.09001628989092e-05	8.01037684356981e-07	3768.1076359725	439717.952610856	2475575.55429876	34.8003409862454	69.2055349144105
median	-68963.1042951243	-68012.5329786152	-950.067663020174	0.535537079990073	0.103386591171084	0.0987569590570206	0.26232174522181	0.0823869631570168	0.177376618568344	0.401475783250769	0.3384953807521	2.77760422598009	2.20966797221626	1.66830625763615	0.665846871181923	0.0258080087824677	586.334872247616	1054.94527636367	6897.15974133723	-25516.5307241928	-42495.8411687668
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.535541993981107	0.103304491975664	0.0987753657219737	0.262284920079019	0.0823722382105339	0.177448352507097	0.401504693942011	0.33859954905381	2.77661891928485	2.20738682778464	1.66901272816868	0.665397894963631	0.0257887516794201	586.682577969921	1066.76925147388	7015.4583937993	NaN	NaN
HPD95.lower	-68985.5470148976	-68029.0716210351	-963.823561575623	0.527276014443713	0.0986732694518609	0.094564467247416	0.255828476428972	0.0787998832884534	0.172038021570649	0.394424195165673	0.33147403810226	2.57558895092656	2.08987269104471	1.63685534720593	0.648971574418506	0.0241037500152656	471.505350944489	319.855158103876	4466.64690204143	-25529.5240578116	-42512.1939557164
HPD95.upper	-68941.7671885336	-67995.4067850126	-937.315715245437	0.543936317130845	0.10775952439037	0.103032433620625	0.269990086074827	0.0857531434685522	0.182504123709283	0.409151778542013	0.345186443394963	3.01073113680645	2.32685067597556	1.70205685116299	0.681572326397037	0.0275465690714987	710.254969621587	2621.28560959556	10408.6571865867	-25506.0518392264	-42480.1132990056
ACT	36471.2247444987	28499.4248688118	64493.5168667923	25000	25000	25000	25000	25000	25000	25000	25000	26988.5422662081	29057.4554452657	25000	25000	92541.5991912961	32869.2833700662	25000	25000	31214.5958098774	30052.2592919568
ESS	1234.53490568045	1579.85644297239	698.132187348328	1801	1801	1801	1801	1801	1801	1801	1801	1668.30055346765	1549.5162707833	1801	1801	486.537950429484	1369.81994688098	1801	1801	1442.43418284957	1498.22346342029
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
