trace	total.br.len	tree.height
mean	787.34984260035	130.170652110925
stderr.of.mean	0.72606543988241	0.172532887215991
stdev	25.4175163544286	7.08460741076846
variance	646.050137627644	50.1916621647153
median	786.855512991648	129.737994866299
mode	numeric	numeric
geometric.mean	786.940070620475	129.97882199023
HPD95.lower	739.6249437467	116.532330160348
HPD95.upper	836.643033828542	143.461631323254
ACT	NA	NA
ESS	1226.18510063679	1687.05460614463
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
