trace	total.br.len	tree.height
mean	730.227934458615	74.9233850904498
stderr.of.mean	0.355323557126609	0.0568074780961715
stdev	13.0534929735006	2.41013680709977
variance	170.39367880923	5.80875942893707
median	729.988004039675	74.8023819598646
mode	numeric	numeric
geometric.mean	730.111545489573	74.8847635853691
HPD95.lower	705.491306503262	70.5047717801259
HPD95.upper	756.571760473176	79.7815160175928
ACT	NA	NA
ESS	1350.35146178263	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
