trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-37224.4377919298	-36383.5460870834	-840.891704846416	0.307016611268544	0.0617322948014063	0.0811886667238159	0.550062427206229	0.207971954028272	0.232315218313538	0.289015322553862	0.27069750510433	3.12357977498939	6.81477302534341	0.976148558276011	1.01192572086199	0.00985672746144124	251.549974647121	185.378763312707	2309.8003517514	-11746.8221939558	-24636.7238931276
stderr.of.mean	0.262503700931998	0.210920406642922	0.165754978540474	0.000211356679900099	7.23182166438638e-05	9.09920267917896e-05	0.00022692011328345	0.000105637939717019	0.000117622240532505	0.000141046061651841	0.000125067757713985	0.00384119079397702	0.00504705512061002	0.000432223917411384	0.000216111958705737	9.749542026191e-06	0.611065435457729	0.272153822726116	2.31478418305959	0.148346720934749	0.197251287921692
stdev	9.5883253994654	8.77212760276969	4.36688601669081	0.00812105178572595	0.00306820161004363	0.00386046415495217	0.00886410617965059	0.00448183751982703	0.00499028826382696	0.00548874642718092	0.00530617475638696	0.153290428770384	0.214128381003827	0.0176926752260033	0.00884633761300188	0.0002764491904169	24.5834960050958	10.8471246884936	67.7468044967483	6.29381736911664	8.23348569070379
variance	91.9359839660334	76.950222679274	19.0696934827697	6.59514821064427e-05	9.4138611198743e-06	1.49031834916706e-05	7.85723783641198e-05	2.00868675541293e-05	2.49029769560891e-05	3.01263373418914e-05	2.81554905453182e-05	0.0234979555526083	0.04585096355132	0.000313030756652831	7.82576891632119e-05	7.64241548821592e-08	604.348275832561	117.660114007726	4589.62951952064	39.6121370757943	67.790286619024
median	-37224.0441029932	-36383.1735029702	-840.935289373666	0.307226907411399	0.0617003248793069	0.0809898122009486	0.549933722400285	0.208025947404199	0.232249888979191	0.288992564960014	0.270637968953449	3.12763875331957	6.81025732904263	0.975732398854103	1.01213380057295	0.00984660059578161	249.627542351683	184.74769868033	2309.96182803501	-11746.7356369046	-24636.4151679619
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.306909070757719	0.0616564066279	0.0810970738504751	0.549991136357915	0.207923704267251	0.232261654324042	0.288963215039647	0.270645578197337	3.11980202574103	6.81141110552102	0.975988662459927	1.01188702151941	0.00985285784060235	250.364926401353	185.064433212564	2308.80697940301	NaN	NaN
HPD95.lower	-37243.5355109769	-36402.026504461	-848.673320511474	0.291650824086395	0.0558525243584298	0.0732634931748748	0.533483681224064	0.199220085367284	0.223103269279225	0.278244922660602	0.260856270203655	2.82878360302736	6.36050440831102	0.941335203587609	0.99488149345548	0.00937406265423289	207.096022834919	163.394185242459	2173.60978899625	-11760.5444151532	-24654.29160119
HPD95.upper	-37205.7604528077	-36367.6886016252	-831.747968625445	0.323853852405195	0.0676438666045997	0.088450167999001	0.568674600029158	0.216500398687639	0.242036518606664	0.299285758596641	0.281117100225	3.42255997268245	7.18808795927635	1.01023701308903	1.0293323982062	0.0104362415599675	301.897252414699	205.439683125902	2434.48112778618	-11735.5818124838	-24622.5626978053
ACT	33728.553220491	26015.9505670555	64833.8527578723	30480.337842048	25000	25000	29490.9296960653	25000	25000	29715.8373874742	25000	28256.219814293	25000	26856.1008522425	26856.1008522525	55969.3374932036	27803.5678669369	28327.7442359331	52535.8498308181	25000	25827.6328857307
ESS	1334.92236401786	1730.66903259787	694.467443854522	1477.18178956296	1801	1801	1526.74061021573	1801	1801	1515.18530044787	1801	1593.45447819686	1801	1676.52781197537	1676.52781197475	804.458334091724	1619.39648233212	1589.43118184775	857.03381871607	1801	1743.28790405239
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
