trace	total.br.len	tree.height
mean	299.012475791146	54.6635822453036
stderr.of.mean	0.36923743133813	0.0608126713549526
stdev	12.8134916787304	2.50251883512052
variance	164.185569000893	6.26260052013299
median	298.819091485974	54.5614717718234
mode	numeric	numeric
geometric.mean	298.73801885861	54.6065156221871
HPD95.lower	272.440530793116	49.8924861248759
HPD95.upper	322.634366453354	59.8890113692186
ACT	NA	NA
ESS	1204.93850253022	1694.36857772825
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
