trace	total.br.len	tree.height
mean	959.820167235076	109.898295934232
stderr.of.mean	0.886097248782651	0.152441493296863
stdev	31.0550612723506	6.01930268881067
variance	964.416830629447	36.2320048595234
median	958.482877041047	109.615370876252
mode	numeric	numeric
geometric.mean	959.318966141061	109.734539044847
HPD95.lower	897.296384345341	99.0301066199407
HPD95.upper	1016.55877240812	122.462711660096
ACT	NA	NA
ESS	1228.97584304977	1560.00977216064
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
