trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-1725.53570649664	-1691.0082786049	-34.5274278917376	0.396983056234311	0.382776457796704	0.134315077649068	0.0859254083199194	0.127989569524948	0.504516536711175	0.222155051506012	0.145338842257871	2.94945895850898	2.47992238440184	1.00841537898423	0.995792310507883	0.00266144761436166	0.50561260073153	46.2278592075661	76.6212305617533	-577.16790917314	-1113.84036943176
stderr.of.mean	0.709063580982554	0.140246700838189	0.686922845486601	0.000743367446224841	0.000740228936512984	0.000526028839733715	0.000396018863916759	0.000378314742397765	0.000520148999546017	0.000465796665922784	0.000382947576108202	0.01852445396918	0.0121555692444633	0.0031422472182568	0.0015711236091284	6.60024896590222e-06	0.00245631348912531	0.00551102415738374	0.130575174363097	0.0899824607504638	0.118234290308094
stdev	17.7565309788976	5.9501626738683	17.0891440045127	0.0315384048612958	0.03140524919184	0.0216716955349825	0.0168016548563514	0.0146060458705494	0.0220680496828192	0.0190889817740508	0.0156632331796233	0.785844385271761	0.515717046930574	0.133314238398447	0.0666571191992237	0.00026823397590488	0.0804039738378579	0.221882871073031	3.39515553227255	3.77129062162945	5.01625533262426
variance	315.294392404551	35.4044358454955	292.038842806971	0.000994670981195006	0.00098628967680157	0.00046966238736098	0.000282295605911957	0.000213336575972593	0.000486998816803377	0.000364389225170044	0.000245336873639252	0.617551397863152	0.265964072494792	0.0177726861597581	0.00444317153993952	7.19494658297396e-08	0.00646479900891894	0.0492320084756111	11.5270810883209	14.2226329527902	25.1628175620813
median	-1725.27283564761	-1690.8027530283	-34.7013502513607	0.39691781894427	0.382025222390588	0.133258273424731	0.085111377047464	0.127334509328449	0.504771613660657	0.221483056035439	0.144881854732824	2.84290505739553	2.43323591495221	1.00103702839749	0.999481485801255	0.00264133330588663	0.498467488833931	46.1635005916919	76.400133852657	-576.94469086888	-1113.50112146409
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.395719161955396	0.38148830693222	0.132564190597985	0.0842784333047411	0.127158061924444	0.504031452287322	0.221335788929907	0.144497613420258	2.84959729315077	2.42736206726621	0.999627659807699	0.993523259807613	0.00264791299821274	0.499372548165072	46.2273300384162	76.5465963349774	NaN	NaN
HPD95.lower	-1758.35245935505	-1702.09215656442	-67.691019292584	0.338688974988699	0.326399718676597	0.0943976789227401	0.0540856511285827	0.100882244364811	0.460403259053667	0.182988834355621	0.115078389426767	1.53037545713419	1.59774074272709	0.753539901250502	0.861883432019696	0.00210987217340355	0.349717701282528	46.0001454733994	69.8724840012474	-585.03267894788	-1123.31139207108
HPD95.upper	-1691.40710210203	-1680.27783383487	-2.31004719940146	0.458544077019437	0.446335036540469	0.176068093877657	0.119006656821025	0.15761705155606	0.546336832938545	0.256968759300379	0.174995596947974	4.52952260828472	3.54342162619635	1.27623313596059	1.12323004937475	0.00314881588211305	0.654860355117371	46.6707091312237	82.9861315934153	-570.383963768838	-1104.36316027585
ACT	71757.3665961327	25000	72708.9179184824	25000	25000	26512.1964252759	25000	30189.338030897	25000	26794.12655886	26898.5087216676	25005.1867033533	25000	25000	25000	27246.1686946849	41997.6450754001	27760.638806748	66560.1451499646	25618.1703257875	25000
ESS	627.461710703673	1801	619.250035469924	1801	1801	1698.27498551099	1801	1491.42057881228	1801	1680.40558818334	1673.88461813613	1800.62642739484	1801	1801	1801	1652.52592041623	1072.08392087615	1621.9007175388	676.455856557337	1757.54159752297	1801
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
