trace	total.br.len	tree.height
mean	24676.4751050054	4542.44895727266
stderr.of.mean	169.775911318522	64.5978489907837
stdev	5973.5939743032	2536.50179730169
variance	35683824.9698315	6433841.3677147
median	23693.7422912732	3969.86914807278
mode	numeric	numeric
geometric.mean	24031.5003700428	3966.18586158673
HPD95.lower	15377.6776817441	1240.14082790151
HPD95.upper	36686.0335848041	9719.85587344719
ACT	NA	NA
ESS	1238.68421014279	1542.67903226388
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
