trace	total.br.len	tree.height
mean	291.742550612236	61.4201875305095
stderr.of.mean	0.452006465969588	0.0795443261094667
stdev	15.5807057097994	3.19686758368181
variance	242.758390415377	10.2199623475956
median	290.782571859717	61.2403880428362
mode	numeric	numeric
geometric.mean	291.330398575247	61.3380735872098
HPD95.lower	263.983436580975	55.2586064719306
HPD95.upper	324.989842375106	67.6025525452556
ACT	NA	NA
ESS	1188.8479031641	1616.11486061119
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
