trace	total.br.len	tree.height
mean	3705.10006813056	754.346070861633
stderr.of.mean	13.6954837654677	6.35846336136808
stdev	537.921598992083	262.376515179371
variance	289359.646662199	68841.4357176709
median	3573.68573143753	682.885331177775
mode	numeric	numeric
geometric.mean	3669.99278631311	716.682326626385
HPD95.lower	2907.83651324786	383.617735818935
HPD95.upper	4848.90394559188	1294.89736739435
ACT	NA	NA
ESS	1543.56368435375	1703.67564361951
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
