trace	total.br.len	tree.height
mean	562.641002822029	99.2191966173237
stderr.of.mean	0.567252689963949	0.144394677354141
stdev	18.6555299982536	5.34892591462281
variance	348.028799515741	28.6110084401235
median	562.707844480387	98.8383868773777
mode	numeric	numeric
geometric.mean	562.332780282349	99.0756247648192
HPD95.lower	528.105216934517	89.7955147363609
HPD95.upper	601.614666344484	110.540637702128
ACT	NA	NA
ESS	1082.1897026391	1373.00506045986
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
