trace	total.br.len	tree.height
mean	1102.31209955831	171.46405124976
stderr.of.mean	1.335225997883	0.345930892741557
stdev	38.3749271867448	12.9183172319611
variance	1472.63503658796	166.882920105582
median	1102.59859155986	170.799152904514
mode	numeric	numeric
geometric.mean	1101.64580897108	170.983884334365
HPD95.lower	1031.89540112822	147.996096477394
HPD95.upper	1178.36415914036	197.637284093042
ACT	NA	NA
ESS	826.469652302846	1395.32230549894
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
