trace	total.br.len	tree.height
mean	1269.47258853468	299.724192096279
stderr.of.mean	3.00141235355278	0.926900453518258
stdev	74.7771414444757	26.3805283704371
variance	5591.62088260713	695.932277103436
median	1264.7178587345	298.048454576409
mode	numeric	numeric
geometric.mean	1267.28905899454	298.57601399846
HPD95.lower	1136.95152178063	250.82532246986
HPD95.upper	1423.50008843762	348.575175826529
ACT	NA	NA
ESS	621.051662161555	810.479681811391
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
