trace	total.br.len	tree.height
mean	904.346399942709	87.6805648875907
stderr.of.mean	1.12102927383359	0.132782474531831
stdev	31.212064616093	4.80357774842689
variance	974.192977599165	23.0743591851819
median	903.31502341664	87.4926776507757
mode	numeric	numeric
geometric.mean	903.809882792746	87.5497756487501
HPD95.lower	846.342972572742	79.2251240096671
HPD95.upper	966.536456130772	98.0412816781009
ACT	NA	NA
ESS	775.626125724022	1309.45167262024
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
