trace	total.br.len	tree.height
mean	810.952254790124	83.9418125810193
stderr.of.mean	0.693184184926256	0.0737230871986266
stdev	18.5030812014227	2.93670300547031
variance	342.364013946443	8.62422454233832
median	810.627110560428	83.7337833028416
mode	numeric	numeric
geometric.mean	810.741855728168	83.8908585406716
HPD95.lower	772.760615533088	78.6428771721677
HPD95.upper	844.362345612383	90.1790856386715
ACT	NA	NA
ESS	712.905819483962	1587.6485482323
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
