trace	total.br.len	tree.height
mean	478.176987373371	74.002854903544
stderr.of.mean	0.427150261936373	0.0648590100331818
stdev	12.9651846968122	2.60342022364433
variance	168.096014222453	6.77779686088029
median	477.647539459451	73.8331075623858
mode	numeric	numeric
geometric.mean	478.001789493409	73.9572945301298
HPD95.lower	452.108983813655	69.4257424769333
HPD95.upper	502.850720598136	79.6353077788617
ACT	NA	NA
ESS	921.801485352792	1612.08990688286
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
