trace	total.br.len	tree.height
mean	569.46079218091	85.349380988688
stderr.of.mean	0.535319099403357	0.0920518792161283
stdev	14.8379098005078	3.4018474068051
variance	220.163567248006	11.5725657791866
median	569.028434359082	85.1631075498607
mode	numeric	numeric
geometric.mean	569.267780476021	85.2819384220469
HPD95.lower	542.846101918612	78.8484379016775
HPD95.upper	600.757159789442	91.7442798765921
ACT	NA	NA
ESS	768.707853069071	1366.48755842429
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
