trace	total.br.len	tree.height
mean	526.319558659999	85.8020894800482
stderr.of.mean	0.484904525132073	0.114607714336794
stdev	14.9480268515939	4.24422529037051
variance	223.443506755973	18.0134483154206
median	525.142802462374	85.6779951017531
mode	numeric	numeric
geometric.mean	526.108444201265	85.697299197741
HPD95.lower	498.059819678003	78.0429097911046
HPD95.upper	556.762428333056	94.5013193860868
ACT	NA	NA
ESS	950.816274032121	1372.17814174229
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
