trace	total.br.len	tree.height
mean	324.369539872987	74.8741537997959
stderr.of.mean	0.412002437350558	0.101912857898762
stdev	15.373162054404	4.32379570736636
variance	236.334111550966	18.6952093190397
median	324.039202607205	74.7575909345475
mode	numeric	numeric
geometric.mean	324.006819370769	74.750336176319
HPD95.lower	292.929369677408	67.0266263067306
HPD95.upper	353.879610235115	83.4049736040529
ACT	NA	NA
ESS	1393.05473816808	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
