trace	total.br.len	tree.height
mean	1426.17573382982	235.753095689673
stderr.of.mean	4.89431630707538	2.39007133841804
stdev	191.545732163595	94.6859551818911
variance	36689.7675100878	8965.43010870708
median	1375.75919646508	209.846500273266
mode	numeric	numeric
geometric.mean	1414.87156363591	221.096818788798
HPD95.lower	1178.20984711003	121.285184169742
HPD95.upper	1819.97099312794	425.835650549539
ACT	NA	NA
ESS	1532.50618177559	1570.32933339272
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
