trace	total.br.len	tree.height
mean	212.51292975087	52.3402186546834
stderr.of.mean	0.902046093063807	0.152618480640116
stdev	23.6949837033421	5.23445611614118
variance	561.452252701646	27.3995308318078
median	209.743553203113	51.1336845024124
mode	numeric	numeric
geometric.mean	211.236486654523	52.0963912106981
HPD95.lower	165.803106843724	46.0070318869729
HPD95.upper	255.816846493216	62.81288798663
ACT	NA	NA
ESS	690.393526841654	1176.98307215304
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
