trace	total.br.len	tree.height
mean	202.974130364887	47.7394634621805
stderr.of.mean	0.136464239033502	0.0143494219557677
stdev	4.76846729795465	0.608794320312065
variance	22.7382803716629	0.37063052444423
median	202.920185226331	47.6984586524515
mode	numeric	numeric
geometric.mean	202.918201704673	47.7355940406637
HPD95.lower	193.52455255086	46.5989971301063
HPD95.upper	211.795701181752	49.0023311786091
ACT	NA	NA
ESS	1221.69063113051	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
