trace	total.br.len	tree.height
mean	3419.90735573649	355.882895493923
stderr.of.mean	6.92418682821568	0.891329452981254
stdev	136.123105355329	28.5849541748946
variance	18529.4998115781	817.099605180823
median	3414.70764584992	353.023709682059
mode	numeric	numeric
geometric.mean	3417.20982078001	354.763255303495
HPD95.lower	3150.64654468816	307.10978447458
HPD95.upper	3698.88457572714	418.65275702541
ACT	NA	NA
ESS	386.694043897794	1029.05793858966
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
