trace	sim1p_0	sim1p_1	sim1p_2	sim1p_3	sim1p_4	sim1p_5	sim1p_6	sim1p_7	sim1p_8	sim1p_9	sim1p_10	sim1p_11	sim1p_12	sim1p_13	sim1p_14	sim1p_15	sim1p_16	sim1p_17	sim1p_18	sim1p_101	sim1p_20	sim1p_21	sim1p_22	sim1p_102	sim1p_24	sim1p_25	sim1p_26	sim1p_27	sim1p_28	sim1p_29	sim1p_30	sim1p_31	sim1p_32	sim1p_33	sim1p_34	sim1p_35	sim1p_36	sim1p_37	sim1p_38	sim1p_103	sim1p_40	sim1p_41	sim1p_42	sim1p_43	sim1p_44	sim1p_45	sim1p_46	sim1p_47	sim1p_48	sim1p_49	sim1p_50	sim1p_104	sim1p_52	sim1p_53	sim1p_54	sim1p_55	sim1p_56	sim1p_57	sim1p_58	sim1p_59	sim1p_60	sim1p_61	sim1p_62	sim1p_63	sim1p_64	sim1p_65	sim1p_66	sim1p_67	sim1p_68	sim1p_69	sim1p_70	sim1p_71	sim1p_72	sim1p_73	sim1p_74	sim1p_105	sim1p_76	sim1p_77	sim1p_78	sim1p_79	sim1p_106	sim1p_81	sim1p_82	sim1p_83	sim1p_84	sim1p_85	sim1p_86	sim1p_87	sim1p_88	sim1p_89	sim1p_90	sim1p_91	sim1p_92	sim1p_93	sim1p_94	sim1p_95	sim1p_96	sim1p_97	sim1p_98	sim1p_99
mean	2854.73792605942	4956.37854420079	901.885424433963	810.952254790124	179.959163479121	171.855129841127	933.87328249476	54.3788189596061	109.898788336911	1496.9619006945	1426.17573382982	140.317427923586	2838.11787388317	499.295716098415	66.4545316960731	98.9377275416708	9335.42658646683	201.375428537764	608.812204824032	185.798025721732	223.626854914659	177.445651105128	517.295132432216	77.3548584878824	110.760402337686	779.810935934159	324.840395897458	167.875096688249	646.554789025696	16788.0138833349	202.974130364887	806.79587029463	286.361953049831	124.461051599768	432.001476930669	1459.07655832527	277.65141651729	962.658040324852	124.231970762761	2022.45196842665	245.246893677111	904.346399942709	315.848254282064	3550.57506502705	542.75397080805	266.290123583269	569.46079218091	2210.93167330278	147.98089503074	114.587152180017	160.222505608751	182.431163892325	274.363438438823	52.2823321207367	889.501509031707	2940.22992984317	1269.47258853468	1329.54365997495	3419.90735573649	138.812451623389	291.742550612236	109.352513444853	584.474250421302	385.232204152125	122.618919019552	230.086066746214	1515.52393228566	441.718667302988	524.808950671369	526.319558659999	3705.10006813056	324.369539872987	561.039532680751	530.105595712275	642.986916532619	5723.43086620186	297.14570309505	478.176987373371	241.571932341577	244.514320992884	562.641002822029	304.323756325782	170.861537983331	1032.24350124379	1102.31209955831	138.295078533734	212.51292975087	240.529868820345	234.189262267226	442.540654447641	2728.24122747018	77.121341315613	758.822062251454	705.350754977325	513.424326036123	9886.99245797437	883.27433141986	122.599281777874	856.468637888389	1444.6391557102
HPD95.lower	1889.22082856198	3491.75618690517	843.25461525283	772.760615533088	169.497805419439	167.000294892704	840.960339187547	52.1488113739375	107.018737082824	1257.45093296712	1178.20984711003	129.477209205318	2199.55210335004	447.484605030577	62.7487471024139	86.3373026405029	7585.1911202619	193.945241436672	558.945302191972	171.491361072995	207.619128832717	165.422152554106	499.905318863627	73.6066430451007	97.1817713668702	741.17469367186	306.140251526669	158.792469713812	619.640215049146	11880.9489196409	193.52455255086	769.997321206156	237.523288095631	116.821854282769	418.067241563746	1216.06308767093	253.958446201792	904.301496410797	112.262245703227	1867.36892576137	237.057811550529	846.342972572742	282.010812188704	2746.0552431739	496.33238479267	248.320398108426	542.846101918611	1901.20758656435	137.176768833684	108.464289698433	155.161233887557	175.076604472093	242.977803258349	49.4494310689484	755.286216347182	2153.23669945812	1136.95152178063	1117.39600794902	3150.64654468816	123.683288112964	263.983436580975	95.4860299261392	556.231491730826	352.071832363203	115.48895396002	222.385013845248	1341.3500142481	403.252154071873	501.079935429367	498.059819678003	2907.83651324786	292.929369677408	489.392602254475	507.688336898146	601.882176966747	4294.42689994664	285.397537458549	452.108983813655	234.263727170949	236.373274897935	528.105216934517	260.476120589717	160.934204838645	960.666158798464	1031.89540112822	116.825141875745	165.803106843724	226.049849005186	223.563101866788	419.810683295656	2536.04467202005	73.9761108400411	722.761290520863	672.177240730259	472.245581891854	6792.13327995142	756.132239804431	115.892545823578	743.925786036261	1150.00690130269
HPD95.upper	4026.28194861019	6833.55299205786	959.327303115685	844.362345612383	192.709609113707	176.920977769761	1079.01883366791	56.944600008235	113.188848710786	1754.10462849453	1819.97099312794	150.889088389271	3791.95029999464	545.993102126643	69.9152042618699	114.259156121223	11155.8684843285	208.789498688785	653.823887073885	199.887322698786	241.039059742501	189.790346417096	535.560656668568	81.5692844133377	125.195243025638	817.543544112909	344.015968788391	177.342177298171	676.411551903166	23019.9154252967	211.795701181752	841.701575680181	340.838349208001	131.524213262401	446.155303428002	1847.61162318223	301.661131408297	1027.52542985201	136.397625549038	2208.89676034815	253.245870210581	966.536456130772	358.912407727905	4876.36923516514	589.956291165472	287.386851495144	600.757159789442	2542.54928350562	158.583323980073	120.383995249015	165.614534243475	190.149350792568	312.920946374152	55.5680558036614	1124.84090252286	4036.64270957823	1423.50008843762	1516.16947735607	3698.88457572714	153.577600028333	324.989842375105	125.627936428055	610.744891108808	421.404507593432	130.233549913259	237.972902630186	1691.782526715	489.061122951443	552.970522909017	556.762428333056	4848.90394559188	353.879610235115	664.174627163792	555.60597051429	677.708753744569	7733.14980013079	309.23921969347	502.850720598136	249.808155202278	252.448094773218	601.614666344483	354.704747717421	180.83049397724	1110.45915418371	1178.36415914036	158.940893290962	255.816846493216	252.723451209071	245.477879440328	467.413996419089	2920.53264678734	80.3001312226293	795.156213121914	740.029199759458	556.708943364752	14479.2905630043	1089.2406138044	129.656710629374	1021.73504889451	1929.60008441514
ESS	1533.30873932027	1801	1051.42018144756	712.905819483963	1203.56309118263	1179.70613203684	1623.82316137018	632.864108447582	962.823016539775	453.567263038627	1532.50618177559	1137.80813779465	1801	522.606428206425	970.063405242433	759.185629152572	398.61556973252	1485.92196208995	543.418813605483	1252.91157992744	1355.11269911064	910.985152746878	757.539078886372	1242.64474170206	852.497573971997	958.690014987298	1094.22430174439	1228.54791285039	896.071881924844	1149.46390122746	1221.6906311305	725.718878154246	384.047403431674	1280.25440798632	703.807573419339	1801	1036.51716512106	920.969201158111	1016.99486314963	401.706827710119	689.633517259609	775.626125724021	955.080534783943	1801	1155.09687635128	677.710189435493	768.707853069071	327.343023253247	1012.64646831294	1058.52739336336	926.704092383526	915.546367228328	975.928328290297	318.299096220476	1801	1274.54858383642	621.051662161556	455.973003651895	386.694043897794	1053.80212603039	1188.8479031641	453.725539835479	1371.67273538188	915.105194987152	1048.79323617486	735.905318554845	594.066429553542	1000.09296570076	720.403583744242	950.816274032121	1543.56368435375	1393.05473816808	1801	920.415050212282	865.544391159153	1229.72681176213	1047.70380349121	921.801485352795	1084.49002881372	732.454578721807	1082.1897026391	1035.34954139708	1199.51016626616	1353.89990839774	826.469652302846	712.416998099267	690.393526841654	792.769410781336	1323.06574662918	1069.81462547682	687.234853647417	1279.41900300322	930.778784534348	680.22773881154	1548.53302798218	1590.4204170218	1491.12053907533	1165.06818333915	1429.21796253671	1801
