trace	total.br.len	tree.height
mean	442.540654447641	78.1564318881784
stderr.of.mean	0.378317986857909	0.121099771707023
stdev	12.3705948791253	5.13782739357595
variance	153.031617663441	26.3972703261795
median	441.553110936962	77.5786692330929
mode	numeric	numeric
geometric.mean	442.36890718685	77.9911652181981
HPD95.lower	419.810683295656	68.5815374647838
HPD95.upper	467.413996419089	88.3363691151719
ACT	NA	NA
ESS	1069.81462547682	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
