trace	total.br.len	tree.height
mean	127060.297201632	23255.8788519056
stderr.of.mean	5266.60738705998	1060.73948751005
stdev	43131.4813483323	14427.5075136676
variance	1860324683.30153	208152973.056934
median	118673.300910522	19545.2083267105
mode	numeric	numeric
geometric.mean	120760.604795474	19862.8746712795
HPD95.lower	62190.0217392746	4344.9284225025
HPD95.upper	214561.653301217	50970.1026290344
ACT	NA	NA
ESS	67.1070584178647	185.100029226537
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
