trace	total.br.len	tree.height
mean	277.65141651729	53.4439668963214
stderr.of.mean	0.383318567511501	0.0541848784971051
stdev	12.3375076480355	2.29062474182326
variance	152.214094965335	5.24696170785289
median	276.964518885666	53.2214962096394
mode	numeric	numeric
geometric.mean	277.379235936555	53.3955733938973
HPD95.lower	253.958446201792	49.2854524715981
HPD95.upper	301.661131408297	57.9457244873629
ACT	NA	NA
ESS	1036.51716512106	1788.10504616868
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
