trace	total.br.len	tree.height
mean	2210.93167330278	237.369379307056
stderr.of.mean	9.37444461181448	1.06273789002473
stdev	169.561176440409	23.4542902124283
variance	28750.9925558556	550.10372936881
median	2203.98701853325	236.530390138022
mode	numeric	numeric
geometric.mean	2204.50622623714	236.227591701779
HPD95.lower	1901.20758656435	192.076490371408
HPD95.upper	2542.54928350562	282.827485719983
ACT	NA	NA
ESS	327.343023253247	487.341730690225
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
