trace	total.br.len	tree.height
mean	234.189262267226	47.4225184056971
stderr.of.mean	0.153357784191007	0.0151092535871053
stdev	5.57668182926769	0.641031241281962
variance	31.0993802248845	0.410921052299493
median	234.008527981564	47.3741399788279
mode	numeric	numeric
geometric.mean	234.123070252183	47.4182097328684
HPD95.lower	223.563101866788	46.2363104981358
HPD95.upper	245.477879440328	48.688249878428
ACT	NA	NA
ESS	1323.06574662918	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
