trace	total.br.len	tree.height
mean	266.290123583269	53.3387812663703
stderr.of.mean	0.386398480191548	0.0420744773365714
stdev	10.0562658591739	1.52326007181359
variance	101.128483030386	2.32032124638155
median	265.943101566125	53.2187976441036
mode	numeric	numeric
geometric.mean	266.101021186306	53.3171812718431
HPD95.lower	248.320398108426	50.6913269131295
HPD95.upper	287.386851495144	56.6204879516058
ACT	NA	NA
ESS	677.710189435491	1311.45078993063
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
