trace	total.br.len	tree.height
mean	124.231970762761	47.8205072697422
stderr.of.mean	0.196672559010004	0.0259501254460816
stdev	6.27021564645707	0.967900618786675
variance	39.3156042530751	0.936831607847628
median	123.839650897705	47.7405149642916
mode	numeric	numeric
geometric.mean	124.075392273767	47.8108019707377
HPD95.lower	112.262245703227	46.0736923472802
HPD95.upper	136.397625549038	49.6040763055214
ACT	NA	NA
ESS	1016.99486314962	1391.95101982572
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
