trace	total.br.len	tree.height
mean	542.75397080805	80.2386857127171
stderr.of.mean	0.710831483820461	0.137743382610308
stdev	24.1521161709317	5.77589091041374
variance	583.32471553418	33.3609158090001
median	541.49134459766	79.8346386140153
mode	numeric	numeric
geometric.mean	542.219180732676	80.0315989733751
HPD95.lower	496.332384792671	69.0092182783426
HPD95.upper	589.956291165471	91.3559035576938
ACT	NA	NA
ESS	1155.09687635128	1759.2915556792
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
