trace	total.br.len	tree.height
mean	584.474250421302	89.1215146752559
stderr.of.mean	0.372522604148354	0.116418308461209
stdev	13.7929516087044	4.93920975980736
variance	190.245514080061	24.3957930513763
median	583.370938561227	88.5110398304209
mode	numeric	numeric
geometric.mean	584.312338416311	88.9873184440809
HPD95.lower	556.231491730826	79.7711015228987
HPD95.upper	610.744891108808	98.8016635769211
ACT	NA	NA
ESS	1371.67273538188	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
