trace	total.br.len	tree.height
mean	245.246893677111	46.4228567070197
stderr.of.mean	0.157144835547252	0.00742259055852437
stdev	4.12561428630088	0.314913798476409
variance	17.0206932393299	0.0991707004708406
median	245.306692828594	46.3631138201935
mode	numeric	numeric
geometric.mean	245.212216187014	46.4217944137587
HPD95.lower	237.057811550529	46.0001154579964
HPD95.upper	253.245870210581	47.0266049895872
ACT	NA	NA
ESS	689.633517259614	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
